,text
854,ул. Қаныш Сәтбаев д. 6
855,ул. Қаныш Сәтбаев д. 6/1
856,ул. Қаныш Сәтбаев д. 7
857,ул. Қаныш Сәтбаев д. 7/1
858,ул. Қаныш Сәтбаев д. 8
859,ул. Қаныш Сәтбаев д. 9
860,ул. Қаныш Сәтбаев д. 9/1
861,ул. Қаныш Сәтбаев д. 10
862,ул. Қаныш Сәтбаев д. 11
863,ул. Қаныш Сәтбаев д. 11Б
864,ул. Қаныш Сәтбаев д. 11/1
865,ул. Қаныш Сәтбаев д. 11/2
866,ул. Қаныш Сәтбаев д. 11/3
867,ул. Қаныш Сәтбаев д. 11/4
868,ул. Қаныш Сәтбаев д. 11/5
869,ул. Қаныш Сәтбаев д. 13
870,ул. Қаныш Сәтбаев д. 13/3
871,ул. Қаныш Сәтбаев д. 16/1
872,ул. Қаныш Сәтбаев д. 16/3
873,ул. Қаныш Сәтбаев д. 17
874,ул. Қаныш Сәтбаев д. 17/1
875,ул. Қаныш Сәтбаев д. 17/2
876,ул. Қаныш Сәтбаев д. 18
877,ул. Қаныш Сәтбаев д. 19
878,ул. Қаныш Сәтбаев д. 19/1
879,ул. Қаныш Сәтбаев д. 20
880,ул. Қаныш Сәтбаев д. 20/1
881,ул. Қаныш Сәтбаев д. 20/2
882,ул. Қаныш Сәтбаев д. 21
883,ул. Қаныш Сәтбаев д. 22
884,ул. Қаныш Сәтбаев д. 23
885,ул. Қаныш Сәтбаев д. 23/1
886,ул. Қаныш Сәтбаев д. 23/2
887,ул. Қаныш Сәтбаев д. 24
888,ул. Қаныш Сәтбаев д. 25
889,ул. Қаныш Сәтбаев д. 29/1
890,ул. Қаныш Сәтбаев д. 31
891,ул. Қасым Аманжолов д. 20
892,ул. Қасым Аманжолов д. 24
893,ул. Қасым Аманжолов д. 26/1
894,ул. Қасым Аманжолов д. 26/2
895,ул. Қасым Аманжолов д. 28
896,ул. Қасым Аманжолов д. 28/1
897,ул. Қасым Аманжолов д. 28/2
898,ул. Қасым Аманжолов д. 32
899,ул. Қасым Аманжолов д. 32/1
900,ул. Кенен Азирбаев д. 2
901,ул. Кенен Азирбаев д. 4
902,ул. Кенен Азирбаев д. 4/1
903,ул. Кенен Азирбаев д. 6
904,ул. Кенен Азирбаев д. 6/1
905,ул. Кенен Азирбаев д. 6/2
906,ул. Кенен Азирбаев д. 6/3
907,ул. Кенен Азирбаев д. 6/4
908,ул. Кенен Азирбаев д. 6/5
909,ул. Кенен Азирбаев д. 8
910,ул. Кенен Азирбаев д. 10
911,ул. Кенен Азирбаев д. 12
912,ул. Кенен Азирбаев д. 14
913,ул. Кенен Азирбаев д. 14/1
914,ул. Кенен Азирбаев д. 16
915,ул. Кенен Азирбаев д. 20
916,ул. Кенен Азирбаев д. 47
917,ул. Күйші Дина д. 1
918,ул. Күйші Дина д. 39 корпус 1
919,ул. Күйші Дина д. 1/1
920,ул. Күйші Дина д. 2/1
921,ул. Күйші Дина д. 2/2
922,ул. Күйші Дина д. 3/1
923,ул. Күйші Дина д. 4
924,ул. Күйші Дина д. 4А
925,ул. Күйші Дина д. 4/1
926,ул. Күйші Дина д. 4/2
927,ул. Күйші Дина д. 4/4
928,ул. Күйші Дина д. 5
929,ул. Күйші Дина д. 5/1
930,ул. Күйші Дина д. 7
931,ул. Күйші Дина д. 8
932,ул. Күйші Дина д. 8/1
933,ул. Күйші Дина д. 11/1
934,ул. Күйші Дина д. 12
935,ул. Күйші Дина д. 12/1
936,ул. Күйші Дина д. 13
937,ул. Күйші Дина д. 15
938,ул. Күйші Дина д. 22
939,ул. Күйші Дина д. 23
940,ул. Күйші Дина д. 23/1
941,ул. Күйші Дина д. 23/2
942,ул. Күйші Дина д. 25
943,ул. Күйші Дина д. 25/1
944,ул. Күйші Дина д. 25/2
945,ул. Күйші Дина д. 26
946,ул. Күйші Дина д. 28
947,ул. Күйші Дина д. 28/1
948,ул. Күйші Дина д. 30
949,ул. Күйші Дина д. 30/1
950,ул. Күйші Дина д. 31
951,ул. Күйші Дина д. 35
952,ул. Күйші Дина д. 36
953,ул. Күйші Дина д. 36/1
954,ул. Күйші Дина д. 36/2
955,ул. Күйші Дина д. 37
956,ул. Күйші Дина зд. 37/1
957,ул. Күйші Дина д. 38
958,ул. Күйші Дина д. 39
959,ул. Манас д. 3/1
960,ул. Манас д. 6
961,ул. Манас д. 6/1
962,ул. Манас д. 8
963,ул. Манас д. 9
964,ул. Манас д. 11/1
965,ул. Манас д. 11/2
966,ул. Манас д. 11/3
967,ул. Манас д. 13
968,ул. Манас д. 13/1
969,ул. Манас д. 13/2
970,ул. Манас зд. 14/3
971,ул. Манас зд. 16
972,ул. Манас д. 20
973,ул. Манас д. 20/1
974,ул. Манас д. 20/2
975,ул. Манас д. 21
976,ул. Манас д. 22/1
977,ул. Манас д. 22/2
978,ул. Манас д. 23/1
979,ул. Манас д. 23/5
980,ул. Махтумкули д. 3
981,ул. Махтумкули д. 3/1
982,ул. Мукана Тулебаева д. 5
983,ул. Мукана Тулебаева д. 25
984,ул. Мұхамеджан Тынышбайұлы д. 2
985,ул. Мұхамеджан Тынышбайұлы д. 5
986,ул. Райымбек Батыр д. 54
987,ул. Райымбек Батыр д. 54/1
988,ул. Сағадат Нұрмағамбетов д. 19
989,ул. Сағадат Нұрмағамбетов д. 21
990,ул. Сағадат Нұрмағамбетов д. 21/1
991,ул. Сағадат Нұрмағамбетов д. 25
992,ул. Сағадат Нұрмағамбетов д. 25/1
993,ул. Сағадат Нұрмағамбетов д. 27
994,ул. Сағадат Нұрмағамбетов д. 27/1
995,ул. Сағадат Нұрмағамбетов д. 29
996,ул. Сағадат Нұрмағамбетов д. 31
997,ул. Сағадат Нұрмағамбетов д. 31А
998,ул. Сафуан Шаймерденов д. 8
999,ул. Темирбек Жургенов д. 18
1000,ул. Темирбек Жургенов д. 18/2
1001,ул. Темирбек Жургенов д. 26
1002,ул. Темирбек Жургенов д. 27
1003,ул. Темирбек Жургенов д. 27/1
1004,ул. Темирбек Жургенов д. 28
1005,ул. Темирбек Жургенов д. 28/1
1006,ул. Темирбек Жургенов д. 30
1007,ул. Темирбек Жургенов д. 32
1008,ул. Темирбек Жургенов д. 34
1009,ул. Хиуаз Доспанова д. 1
1010,ул. Хиуаз Доспанова д. 1/1
1011,ул. Хиуаз Доспанова д. 2
1012,ул. Хиуаз Доспанова д. 2/1
1013,ул. Хиуаз Доспанова д. 2/2
1014,ул. Хиуаз Доспанова д. 2/3
1015,ул. Шарль де Голль д. 1
1016,ул. Шарль де Голль д. 3
1017,ул. Шарль де Голль д. 5
1018,ул. Шарль де Голль д. 7
1019,ул. Шарль де Голль д. 9
1020,ул. Шарль де Голль д. 11
1021,ул. Шәмші Қалдаяқов д. 1
1022,ул. Шәмші Қалдаяқов д. 3 блок 1
1023,ул. Шәмші Қалдаяқов д. 3 блок 2
1024,ул. Шәмші Қалдаяқов д. 2
1025,ул. Шәмші Қалдаяқов д. 2/1
1026,ул. Шәмші Қалдаяқов д. 2/2
1027,ул. Шәмші Қалдаяқов д. 3 блок 3
1028,ул. Шәмші Қалдаяқов д. 4
1029,ул. Шәмші Қалдаяқов д. 4/1
1030,ул. Шәмші Қалдаяқов д. 4/2
1031,ул. Шәмші Қалдаяқов д. 6
1032,ул. Шәмші Қалдаяқов д. 8
1033,ул. Шәмші Қалдаяқов д. 8/1
1034,ул. Шәмші Қалдаяқов д. 11
1035,ул. Шәмші Қалдаяқов д. 13
1036,ул. Шәмші Қалдаяқов д. 15
1037,ул. Шәмші Қалдаяқов д. 15/1
1038,ул. Шәмші Қалдаяқов д. 17
1039,ул. Шәмші Қалдаяқов д. 19
1040,ул. Шәмші Қалдаяқов д. 19/1
1041,ул. Шәмші Қалдаяқов д. 21
1042,ул. Шәмші Қалдаяқов д. 21/1
1043,ул. Шәмші Қалдаяқов д. 21/2
1044,ул. Шәмші Қалдаяқов д. 23
1045,ул. Шәмші Қалдаяқов д. 23А
1046,ул. Шәмші Қалдаяқов д. 23/1
1047,ул. Шәмші Қалдаяқов д. 23/2
1048,ул. Шәмші Қалдаяқов д. 27/4
1049,ул. Шәмші Қалдаяқов д. 29
1050,ул. Шәмші Қалдаяқов д. 34
1051,ул. Шәмші Қалдаяқов д. 40
1052,ул. Шәмші Қалдаяқов д. 40/1
1053,ул. Шәмші Қалдаяқов д. 40/2
1054,ул. Шәмші Қалдаяқов д. 58
1055,ул. Шәмші Қалдаяқов д. 58/2
1056,ж.м. Өндіріс кв-л. Автоматика д. 6
1057,ж.м. Өндіріс пер. Гүлдала д. 4А
1058,ж.м. Өндіріс пер. Елек д. 2
1059,ж.м. Өндіріс пер. Елек д. 4
1060,ж.м. Өндіріс пер. Тұздыкөл д. 5А
1061,ж.м. Өндіріс пер. Тұздыкөл д. 15А
1062,ж.м. Өндіріс пер. Шоқпартас д. 3
1063,ж.м. Өндіріс пер. Шоқпартас д. 7
1064,ж.м. Өндіріс ул. Ағадыр д. 5/1
1065,ж.м. Өндіріс ул. Айнатас д. 1
1066,ж.м. Өндіріс ул. Айнатас д. 2
1067,ж.м. Өндіріс ул. Айнатас д. 6
1068,ж.м. Өндіріс ул. Айнатас д. 7
1069,ж.м. Өндіріс ул. Айнатас д. 9
1070,ж.м. Өндіріс ул. Ақбидай д. 3
1071,ж.м. Өндіріс ул. Ақбидай д. 11
1072,ж.м. Өндіріс ул. Ақбидай д. 13
1073,ж.м. Өндіріс ул. Ақбидай д. 13/1
1074,ж.м. Өндіріс ул. Ақбидай д. 14
1075,ж.м. Өндіріс ул. Ақбидай д. 15
1076,ж.м. Өндіріс ул. Ақбидай д. 41
1077,ж.м. Өндіріс ул. Ақбидай д. 43
1078,ж.м. Өндіріс ул. Ақсай д. 3
1079,ж.м. Өндіріс ул. Ақшағыл д. 1
1080,ж.м. Өндіріс ул. Ақшағыл д. 3
1081,ж.м. Өндіріс ул. Ақшағыл д. 8
1082,ж.м. Өндіріс ул. Бектау д. 1
1083,ж.м. Өндіріс ул. Бектау д. 16
1084,ж.м. Өндіріс ул. Жаңажол д. 3
1085,ж.м. Өндіріс ул. Қамысты д. 12
1086,ж.м. Өндіріс ул. Кентау д. 2
1087,ж.м. Өндіріс ул. Кентау д. 2А
1088,ж.м. Өндіріс ул. Кеншілер д. 6
1089,ж.м. Өндіріс ул. Кеншілер д. 12
1090,ж.м. Өндіріс ул. Кеншілер д. 13
1091,ж.м. Өндіріс ул. Мұнайшылар д. 1
1092,ж.м. Өндіріс ул. Мұнайшылар д. 25
1093,ж.м. Өндіріс ул. Ойыл д. 2А
1094,ж.м. Өндіріс ул. Ойыл д. 3
1095,ж.м. Өндіріс ул. Ойыл д. 7
1096,ж.м. Өндіріс ул. Ойыл д. 10
1097,ж.м. Өндіріс ул. Ойыл д. 11
1098,ж.м. Өндіріс ул. Ойыл д. 12
1099,ж.м. Өндіріс ул. Ойыл д. 15/1
1100,ж.м. Өндіріс ул. Ойыл д. 17
1101,ж.м. Өндіріс ул. Ойыл д. 19
1102,ж.м. Өндіріс ул. Өндіріс д. 1А
1103,ж.м. Өндіріс ул. Семенова-Тяньшанского д. 5
1104,ж.м. Өндіріс ул. Тайбурыл д. 7А
1105,ж.м. Өндіріс ул. Тайбурыл д. 13А
1106,ж.м. Өндіріс ул. Тайбурыл д. 19
1107,ж.м. Өндіріс ул. Телжан Шонанұлы д. 8/2
1108,ж.м. Өндіріс ул. Телжан Шонанұлы д. 8/3
1109,ж.м. Өндіріс ул. Телжан Шонанұлы д. 20
1110,ж.м. Өндіріс ул. Телжан Шонанұлы д. 22
1111,ж.м. Өндіріс ул. Телжан Шонанұлы д. 34
1112,ж.м. Өндіріс ул. Телжан Шонанұлы д. 39
1113,ж.м. Өндіріс ул. Телжан Шонанұлы д. 41
1114,ж.м. Өндіріс ул. Телжан Шонанұлы д. 41/1
1115,ж.м. Өндіріс ул. Телжан Шонанұлы д. 43
1116,ж.м. Өндіріс ул. Телжан Шонанұлы д. 45
1117,ж.м. Өндіріс ул. Үшқоңыр д. 1
1118,ж.м. Өндіріс ул. Үшқоңыр д. 41
1119,ж.м. Өндіріс ул. Үшқоңыр д. 43
1120,ж.м. Өндіріс ул. Шет д. 22
1121,ж.м. Өндіріс ул. Шет д. 29
1122,ж.м. Өндіріс ул. Ынталы д. 1
1123,ж.м. Өндіріс ул. Ынталы д. 7
1124,ж.м. Өндіріс ул. Ынталы д. 8
1125,мкр. Алатау ул. Амангелді Иманов д. 32
1126,мкр. Алатау ул. Амангелді Иманов д. 32/1
1127,мкр. Алатау ул. Амангелді Иманов д. 32/2
1128,мкр. Алатау ул. Амангелді Иманов д. 34
1129,мкр. Алатау ул. Амангелді Иманов д. 36
1130,мкр. Алатау ул. Жанибека Тархана д. 5
1131,мкр. Алатау ул. Жанибека Тархана д. 5/1
1132,мкр. Алатау ул. Жанибека Тархана д. 7
1133,мкр. Алатау ул. Жанибека Тархана д. 7/1
1134,мкр. Жастар пер. Жұмабек Тәшенев д. 4
1135,мкр. Жастар пер. Жұмабек Тәшенев д. 4/1
1136,мкр. Жастар пер. Жұмабек Тәшенев д. 4/2
1137,мкр. Жастар пер. Жұмабек Тәшенев д. 4/3
1138,мкр. Жастар пер. Жұмабек Тәшенев д. 4/4
1139,мкр. Жастар пер. Жұмабек Тәшенев д. 6/1
1140,мкр. Жастар пер. Жұмабек Тәшенев д. 8
1141,мкр. Жастар пер. Жұмабек Тәшенев д. 8/1
1142,мкр. Жастар пер. Жұмабек Тәшенев д. 8/2
1143,мкр. Жастар пер. Жұмабек Тәшенев д. 8/3
1144,мкр. Жастар пер. Жұмабек Тәшенев д. 10
1145,мкр. Жастар ул. Александра Кравцова д. 2
1146,мкр. Жастар ул. Александра Кравцова д. 2/1
1147,мкр. Жастар ул. Александра Кравцова д. 2/2
1148,мкр. Жастар ул. Александра Кравцова д. 4/1
1149,мкр. Жастар ул. Александра Кравцова д. 6
1150,мкр. Жастар ул. Александр Бараев д. 2
1151,мкр. Жастар ул. Александр Бараев д. 2/1
1152,мкр. Жастар ул. Александр Бараев д. 6
1153,мкр. Жастар ул. Александр Бараев д. 6/1
1154,мкр. Жастар ул. Александр Бараев д. 8/1
1155,мкр. Жастар ул. Александр Бараев д. 10
1156,мкр. Жастар ул. Александр Бараев д. 10/1
1157,мкр. Жастар ул. Александр Бараев д. 10/2
1158,мкр. Жастар ул. Александр Бараев д. 10/4
1159,мкр. Жастар ул. Александр Бараев д. 10/5
1160,мкр. Жастар ул. Александр Бараев д. 10/6
1161,мкр. Жастар ул. Александр Бараев д. 12
1162,мкр. Жастар ул. Александр Бараев д. 14
1163,мкр. Жастар ул. Александр Бараев д. 14/1
1164,мкр. Жастар ул. Жұмабек Тәшенев д. 7
1165,мкр. Жастар ул. Жұмабек Тәшенев д. 7/1
1166,мкр. Жастар ул. Жұмабек Тәшенев д. 9
1167,мкр. Жастар ул. Жұмабек Тәшенев д. 9/2
1168,мкр. Жастар ул. Жұмабек Тәшенев д. 9/3
1169,мкр. Жастар ул. Жұмабек Тәшенев д. 11/1
1170,мкр. Жастар ул. Жұмабек Тәшенев д. 11/2
1171,мкр. Жастар ул. Жұмабек Тәшенев д. 13
1172,мкр. Жастар ул. Жұмабек Тәшенев д. 13/1
1173,мкр. Жастар ул. Жұмабек Тәшенев д. 13/2
1174,мкр. Жастар ул. Жұмабек Тәшенев д. 15
1175,мкр. Жастар ул. Таха Хусейна д. 1
1176,мкр. Жастар ул. Таха Хусейна д. 3
1177,мкр. Жастар ул. Таха Хусейна д. 3/1
1178,мкр. Жастар ул. Таха Хусейна д. 13
1179,мкр. Жастар ул. Таха Хусейна д. 13/1
1180,мкр. Жастар ул. Таха Хусейна д. 15
1181,мкр. Жастар ул. Таха Хусейна д. 15А
1182,мкр. Жастар ул. Таха Хусейна д. 15/1
1183,мкр. Жастар ул. Таха Хусейна д. 15/2
1184,мкр. Жастар ул. Таха Хусейна д. 15/3
1185,мкр. Жастар ул. Таха Хусейна д. 15/4
1186,мкр. Целинный ул. Александра Кравцова д. 3
1187,мкр. Целинный ул. Александра Кравцова д. 3/1
1188,мкр. Целинный ул. Александра Кравцова д. 3/2
1189,мкр. Целинный ул. Александра Кравцова д. 5
1190,мкр. Целинный ул. Александра Кравцова д. 5/1
1191,мкр. Целинный ул. Александра Кравцова д. 5/2
1192,мкр. Целинный ул. Александра Кравцова д. 7
1193,мкр. Целинный ул. Александра Кравцова д. 7/1
1194,мкр. Целинный ул. Александра Кравцова д. 9
1195,мкр. Целинный ул. Александра Пушкина д. 1
1196,мкр. Целинный ул. Александра Пушкина д. 3/1
1197,мкр. Целинный ул. Александра Пушкина д. 7
1198,мкр. Целинный ул. Александра Пушкина д. 7А
1199,мкр. Целинный ул. Александра Пушкина д. 9
1200,мкр. Целинный ул. Ахмета Жубанова д. 1
1201,мкр. Целинный ул. Ахмета Жубанова д. 3
1202,мкр. Целинный ул. Ахмета Жубанова д. 3/1
1203,мкр. Целинный ул. Ахмета Жубанова д. 3/2
1204,г.к. Квартал 190А ст-е 8/10
1205,г.к. Квартал 190А ст-е 93
1206,г.к. Квартал 190А ст-е 138К
1207,г.к. Квартал 190А ст-е 300Ю
1208,г.к. Квартал 190А ст-е 301Ю
1209,г.к. Квартал 190А ст-е 302Ю
1210,пер. Дубинина д. 9А
1211,пер. Есильский д. 1
1212,пер. Есильский д. 8
1213,пер. Жұмабек Тәшенев д. 7
1214,пер. Жұмабек Тәшенев д. 9
1215,пер. Күлтөбе д. 9
1216,пер. Күлтөбе д. 11
1217,пер. Лихачева д. 56А
1218,пер. Лихачева д. 60А
1219,пер. Мирный д. 2
1220,пер. Севастопольский д. 32
1221,пер. Севастопольский д. 36
1222,пр. Абай д. 28
1223,пр. Абай д. 30
1224,пр. Абай д. 32
1225,пр. Абай д. 34
1226,пр. Абай д. 40А
1227,пр. Абай д. 41
1228,пр. Абай д. 42А
1229,пр. Абай д. 43
1230,пр. Абай д. 44А
1231,пр. Абай д. 45/1
1232,пр. Абай д. 45/2
1233,пр. Абай д. 46А
1234,пр. Абай д. 49
1235,пр. Абай д. 50
1236,пр. Абай д. 51
1237,пр. Абай д. 51/2
1238,пр. Абай д. 53/1
1239,пр. Абай д. 57/1
1240,пр. Абай д. 59
1241,пр. Абай д. 59/1
1242,пр. Абай д. 60
1243,пр. Абай д. 61
1244,пр. Абай д. 63
1245,пр. Абай д. 66
1246,пр. Абай д. 66/2
1247,пр. Абай д. 67
1248,пр. Абай д. 69/2
1249,пр. Абай д. 71
1250,пр. Абай д. 76
1251,пр. Абай д. 78
1252,пр. Абай д. 80/1
1253,пр. Абай д. 80/2
1254,пр. Абай д. 84
1255,пр. Абай д. 87/1
1256,пр. Абай д. 87/2
1257,пр. Абай д. 88/1
1258,пр. Абай д. 92/1
1259,пр. Абай д. 92/2
1260,пр. Абай д. 92/3
1261,пр. Абай д. 95
1262,пр. Абай д. 95/1
1263,пр. Абай д. 95/2
1264,пр. Абай д. 96
1265,пр. Абай д. 101
1266,пр. Абай д. 101/1
1267,пр. Абай д. 101/2
1268,пр. Бөгенбай Батыр д. 54
1269,пр. Бөгенбай Батыр д. 56
1270,пр. Бөгенбай Батыр д. 56Б
1271,пр. Бөгенбай Батыр д. 56Е
1272,пр. Әл-Фараби д. 27
1273,пр. Әл-Фараби д. 35/1
1274,пр. Әл-Фараби д. 35/9
1275,пр. Әл-Фараби д. 37
1276,пр. Әл-Фараби зд. 47/2
1277,пр. Әл-Фараби зд. 47/5
1278,пр. Әл-Фараби д. 49/5
1279,пр. Әл-Фараби д. 53/2
1280,пр. Республика д. 2/1
1281,пр. Республика д. 2/2
1282,пр. Республика д. 2/3
1283,пр. Республика д. 2/4
1284,пр. Республика д. 4
1285,пр. Республика д. 4/1
1286,пр. Республика д. 4/2
1287,пр. Республика д. 4/3
1288,пр. Республика д. 6
1289,пр. Республика д. 6/1
1290,пр. Республика д. 6/2
1291,пр. Республика д. 8
1292,пр. Республика зд. 10
1293,пр. Республика д. 10А
1294,пр. Республика д. 10Б
1295,пр. Республика д. 10/1
1296,пр. Республика зд. 12
1297,пр. Республика д. 16
1298,пр. Республика д. 16/1
1299,пр. Республика д. 18
1300,пр. Республика д. 18А
1301,пр. Республика д. 18Б
1302,пр. Республика д. 18В
1303,пр. Республика зд. 24
1304,пр. Республика д. 26
1305,пр. Республика д. 26/1
1306,пр. Республика д. 28
1307,пр. Республика д. 30
1308,пр. Республика зд. 34
1309,пр. Республика д. 34/2
1310,пр. Республика д. 38
1311,пр. Республика д. 40
1312,ул. Адольфа Янушкевича д. 1
1313,ул. Адольфа Янушкевича д. 1/2
1314,ул. Адольфа Янушкевича д. 3
1315,ул. Адольфа Янушкевича д. 5
1316,ул. Адольфа Янушкевича д. 5/3
1317,ул. Адольфа Янушкевича д. 7
1318,ул. Адольфа Янушкевича д. 8
1319,ул. Адольфа Янушкевича д. 8/1
1320,ул. Адольфа Янушкевича д. 9
1321,ул. Адольфа Янушкевича д. 10/1
1322,ул. Адольфа Янушкевича д. 10/2
1323,ул. Адольфа Янушкевича д. 10/3
1324,ул. Адольфа Янушкевича д. 11
1325,ул. Адольфа Янушкевича д. 12
1326,ул. Адольфа Янушкевича д. 12/1
1327,ул. Адольфа Янушкевича д. 13
1328,ул. Адольфа Янушкевича д. 15/1
1329,ул. Адольфа Янушкевича д. 17
1330,ул. Ақсеңгір д. 1
1331,ул. Ақсеңгір д. 5
1332,ул. Ақсеңгір д. 7/5
1333,ул. Ақсеңгір д. 10
1334,ул. Ақсеңгір д. 12
1335,ул. Ақсеңгір д. 13
1336,ул. Александра Кравцова д. 1
1337,ул. Александра Кравцова д. 1/1
1338,ул. Александра Кравцова д. 1/2
1339,ул. Александра Пушкина д. 2
1340,ул. Александра Пушкина д. 2/1
1341,ул. Александра Пушкина д. 4
1342,ул. Александра Пушкина д. 6
1343,ул. Александра Пушкина д. 6/1
1344,ул. Александра Пушкина д. 13
1345,ул. Александра Пушкина д. 15
1346,ул. Александра Пушкина д. 15А
1347,ул. Александра Пушкина д. 15Б
1348,ул. Александра Пушкина д. 25
1349,ул. Александра Пушкина д. 25/1
1350,ул. Александра Пушкина д. 25/3
1351,ул. Александр Бараев д. 1
1352,ул. Александр Бараев д. 3
1353,ул. Александр Бараев д. 5
1354,ул. Александр Бараев д. 7
1355,ул. Александр Бараев д. 9
1356,ул. Александр Бараев д. 9/1
1357,ул. Александр Бараев д. 13
1358,ул. Александр Бараев д. 18
1359,ул. Александр Бараев д. 18/1
1360,ул. Александр Бараев д. 18/2
1361,ул. Александр Бараев д. 21
1362,ул. Александр Бараев д. 25
1363,ул. Альмухана Сембинова д. 48Б блок 1
1364,ул. Альмухана Сембинова д. 7
1365,ул. Альмухана Сембинова д. 9
1366,ул. Альмухана Сембинова д. 9/1
1367,ул. Альмухана Сембинова д. 10/1
1368,ул. Альмухана Сембинова д. 10/4
1369,ул. Альмухана Сембинова д. 12/1
1370,ул. Альмухана Сембинова д. 12/2
1371,ул. Альмухана Сембинова д. 14
1372,ул. Альмухана Сембинова д. 14/1
1373,ул. Альмухана Сембинова д. 14/2
1374,ул. Альмухана Сембинова д. 20
1375,ул. Альмухана Сембинова д. 21
1376,ул. Альмухана Сембинова д. 24
1377,ул. Альмухана Сембинова д. 24/1
1378,ул. Альмухана Сембинова д. 26
1379,ул. Альмухана Сембинова д. 26/1
1380,ул. Альмухана Сембинова д. 28/1
1381,ул. Альмухана Сембинова ст-е 54
1382,ул. Амангелді Иманов д. 6
1383,ул. Амангелді Иманов д. 7
1384,ул. Амангелді Иманов д. 9
1385,ул. Амангелді Иманов д. 10
1386,ул. Амангелді Иманов д. 10А
1387,ул. Амангелді Иманов д. 10/1
1388,ул. Амангелді Иманов д. 11
1389,ул. Амангелді Иманов д. 12
1390,ул. Амангелді Иманов д. 17
1391,ул. Амангелді Иманов д. 18
1392,ул. Амангелді Иманов д. 18А
1393,ул. Амангелді Иманов д. 18/1
1394,ул. Амангелді Иманов д. 18/2
1395,ул. Амангелді Иманов д. 26
1396,ул. Амангелді Иманов д. 34
1397,ул. Амангелді Иманов д. 41
1398,ул. Амангелді Иманов д. 42
1399,ул. Амангелді Иманов д. 44
1400,ул. Амангелді Иманов д. 48
1401,ул. Амангелді Иманов д. 50/1
1402,ул. Амангелді Иманов ст-е 198
1403,ул. Асан Қайғы д. 1/1
1404,ул. Асан Қайғы д. 8
1405,ул. Ахмета Жубанова д. 4
1406,ул. Ахмета Жубанова д. 4/1
1407,ул. Ахмета Жубанова д. 5
1408,ул. Ахмета Жубанова д. 6
1409,ул. Ахмета Жубанова д. 9
1410,ул. Ахмета Жубанова д. 10
1411,ул. Ахмета Жубанова д. 10А
1412,ул. Ахмета Жубанова д. 12
1413,ул. Ахмета Жубанова д. 13/3
1414,ул. Ахмета Жубанова д. 21
1415,ул. Ахмета Жубанова д. 21А
1416,ул. Ахмета Жубанова д. 23
1417,ул. Ахмета Жубанова д. 24
1418,ул. Ахмета Жубанова д. 25
1419,ул. Ахмета Жубанова д. 25/1
1420,ул. Ахмета Жубанова д. 27
1421,ул. Ахмета Жубанова д. 27/1
1422,ул. Ахмета Жубанова ст-е 28/1
1423,ул. Ахмета Жубанова д. 29
1424,ул. Ахмета Жубанова д. 29/1
1425,ул. Ахмета Жубанова д. 31/1
1426,ул. Бактыораз Бейсекбаев д. 2
1427,ул. Бактыораз Бейсекбаев д. 3
1428,ул. Бактыораз Бейсекбаев д. 9
1429,ул. Бактыораз Бейсекбаев ст-е 9/4
1430,ул. Бактыораз Бейсекбаев д. 11
1431,ул. Бактыораз Бейсекбаев ст-е 11/1
1432,ул. Бактыораз Бейсекбаев д. 14
1433,ул. Бактыораз Бейсекбаев д. 14/1
1434,ул. Бактыораз Бейсекбаев д. 19
1435,ул. Бактыораз Бейсекбаев д. 21
1436,ул. Бактыораз Бейсекбаев д. 21/1
1437,ул. Баянауыл д. 1
1438,ул. Баянауыл ст-е 4/1
1439,ул. Баянауыл д. 71
1440,ул. Баянауыл ст-е 71/1
1441,ул. Генерал Сабыр Рақымов д. 22
1442,ул. Генерал Сабыр Рақымов д. 36
1443,ул. Генерал Сабыр Рақымов ст-е 36/1
1444,ул. Генерал Сабыр Рақымов д. 91
1445,ул. Ғұмар Қараш д. 3
1446,ул. Евгений Брусиловский д. 2
1447,ул. Евгений Брусиловский д. 2/2
1448,ул. Евгений Брусиловский д. 4
1449,ул. Евгений Брусиловский д. 4/1
1450,ул. Евгений Брусиловский д. 4/2
1451,ул. Евгений Брусиловский д. 5
1452,ул. Евгений Брусиловский д. 14/1
1453,ул. Евгений Брусиловский д. 14/2
1454,ул. Евгений Брусиловский д. 14/3
1455,ул. Евгений Брусиловский д. 18
1456,ул. Евгений Брусиловский д. 18/1
1457,ул. Евгений Брусиловский д. 20
1458,ул. Евгений Брусиловский д. 22
1459,ул. Евгений Брусиловский д. 26
1460,ул. Евгений Брусиловский д. 28
1461,ул. Егемен Қазақстан газеті д. 11
1462,ул. Егемен Қазақстан газеті д. 12
1463,ул. Егемен Қазақстан газеті д. 13
1464,ул. Әліби Жангелдин д. 25
1465,ул. Жакып Омаров д. 10
1466,ул. Жакып Омаров ст-е 47
1467,ул. Жакып Омаров ст-е 94
1468,ул. Жакып Омаров д. 100
1469,ул. Жакып Омаров д. 150
1470,ул. Жанибека Тархана д. 2/6
1471,ул. Жанибека Тархана д. 5/1
1472,ул. Жанибека Тархана д. 9
1473,ул. Жанибека Тархана д. 10
1474,ул. Жанибека Тархана д. 15/1
1475,ул. Жанибека Тархана ст-е 15/2
1476,ул. Жанибека Тархана д. 17
1477,ул. Жанибека Тархана д. 17/1
1478,ул. Жанибека Тархана д. 17/2
1479,ул. Жанибека Тархана д. 17/3
