,text
2776,мкр. Жулдыз-2 д. 42
2777,мкр. Жулдыз-2 д. 44
2778,мкр. Жулдыз-2 д. 45
2779,мкр. Жулдыз-2 д. 46
2780,мкр. Жулдыз-2 д. 53
2781,мкр. Кайрат ул. 16 д. 17
2782,мкр. Кайрат ул. Коримдик д. 5
2783,мкр. Кайрат ул. Коримдик д. 38
2784,мкр. Кайрат ул. Коримдик д. 42
2785,мкр. Кайрат ул. Сарыарќа д. 1/1 корпус 1
2786,мкр. Кайрат ул. Сарыарќа д. 1/2 корпус 1
2787,мкр. Кайрат ул. Сарыарќа д. 1/1
2788,мкр. Кайрат ул. Сарыарќа д. 1/2
2789,мкр. Кайрат ул. Сарыарќа д. 1/2 корпус 2
2790,мкр. Кайрат ул. Сарыарќа д. 1/2 корпус 3
2791,мкр. Кайрат ул. Торгын д. 18
2792,мкр. Кайрат ул. Торгын д. 20
2793,мкр. Кайрат д. 152/1 корпус 1
2794,мкр. Кайрат д. 152/1 корпус 2
2795,мкр. Кайрат д. 152/1 корпус 3
2796,мкр. Кайрат д. 152/1 корпус 4
2797,мкр. Кайрат д. 152/1 корпус 5
2798,мкр. Кайрат д. 152/1 корпус 6
2799,мкр. Кайрат д. 152/1 корпус 7
2800,мкр. Кайрат д. 152/1 корпус 8
2801,мкр. Кайрат д. 152/1 корпус 9
2802,мкр. Кайрат д. 152/1 корпус 10
2803,мкр. Кайрат д. 152/1 корпус 11
2804,мкр. Кайрат д. 152/1 корпус 12
2805,мкр. Кайрат д. 152/1 корпус 13
2806,мкр. Кайрат д. 152/1 корпус 15
2807,мкр. Кайрат д. 152/1
2808,мкр. Кайрат д. 152/3
2809,пер. Варшавский д. 11А
2810,пер. Варшавский д. 15А
2811,пер. Варшавский д. 23А
2812,пер. Клары Цеткин д. 22 корпус 2
2813,пер. Клары Цеткин д. 8
2814,пер. Клары Цеткин д. 18
2815,пер. Клары Цеткин д. 20
2816,пр. Рыскулова д. 21/18
2817,пр. Сейфуллина д. 1/5
2818,пр. Сейфуллина д. 3
2819,пр. Сейфуллина д. 4Б
2820,пр. Сейфуллина д. 5
2821,пр. Сейфуллина д. 7
2822,пр. Сейфуллина д. 9/8
2823,пр. Сейфуллина д. 11
2824,пр. Сейфуллина д. 13
2825,пр. Сейфуллина д. 14А
2826,пр. Сейфуллина д. 15
2827,пр. Сейфуллина д. 15/31
2828,пр. Сейфуллина д. 16
2829,пр. Сейфуллина д. 16А
2830,пр. Сейфуллина д. 16/1
2831,пр. Сейфуллина д. 16/2
2832,пр. Сейфуллина д. 16/32
2833,пр. Сейфуллина д. 18/1
2834,пр. Сейфуллина д. 18/2
2835,мкр. 3 д. 5А
2836,мкр. 3 д. 6
2837,мкр. 3 д. 7
2838,мкр. 3 д. 8
2839,мкр. 3 д. 9
2840,мкр. 3 д. 10
2841,мкр. 3 д. 11
2842,мкр. 3 д. 12
2843,мкр. 3 д. 12А
2844,мкр. 3 д. 13
2845,мкр. 3 д. 14
2846,мкр. 3 д. 15
2847,мкр. 3 д. 16
2848,мкр. 3 д. 17/18
2849,мкр. 3 д. 18
2850,мкр. 3 д. 19
2851,мкр. 3 д. 19/1
2852,мкр. 3 д. 20
2853,мкр. 3 д. 21
2854,мкр. 3 д. 21/1
2855,мкр. 3 д. 22
2856,мкр. 3 д. 23
2857,мкр. 3 д. 24
2858,мкр. 3 д. 25/26
2859,мкр. 3 д. 27
2860,мкр. 3 д. 28
2861,мкр. 3 д. 29
2862,мкр. 3 д. 30
2863,мкр. 3 д. 31
2864,мкр. 3 д. 32
2865,мкр. 3 д. 33
2866,мкр. 3 д. 34
2867,мкр. 3 д. 35
2868,мкр. 3 д. 36
2869,мкр. 3 д. 36А
2870,мкр. 3 д. 36Б
2871,мкр. 3 д. 36Г
2872,мкр. 3 д. 37
2873,мкр. 3 д. 37А
2874,мкр. 3 д. 38
2875,мкр. 3 д. 38А
2876,мкр. 3 д. 39А
2877,мкр. 3 д. 39Б
2878,мкр. 3 д. 40
2879,мкр. 3 д. 41
2880,мкр. 3 д. 42
2881,мкр. 3 д. 43
2882,мкр. 3 д. 44
2883,мкр. 3 д. 45
2884,мкр. 3 д. 46/47
2885,мкр. 3 д. 57
2886,мкр. 3 д. 60
2887,мкр. 3 д. 63
2888,мкр. 3 д. 63А
2889,мкр. 3 д. 64
2890,мкр. 3 д. 65
2891,мкр. 4 д. 1
2892,мкр. 4 д. 2
2893,мкр. 4 д. 3
2894,мкр. 4 д. 4
2895,мкр. 4 д. 5
2896,мкр. 4 д. 6
2897,мкр. 4 д. 7
2898,мкр. 4 д. 8
2899,мкр. 4 д. 10
2900,мкр. 4 д. 14
2901,мкр. 4 д. 15
2902,мкр. 4 д. 16
2903,мкр. 4 д. 17
2904,мкр. 4 д. 18
2905,мкр. 4 д. 19
2906,мкр. 4 д. 20
2907,мкр. 4 д. 21
2908,мкр. 4 д. 22
2909,мкр. 4 д. 23
2910,мкр. 4 д. 24
2911,мкр. 4 д. 25
2912,мкр. 4 д. 26
2913,мкр. 4 д. 27
2914,мкр. 4 д. 27А
2915,мкр. 5 д. 1
2916,мкр. 5 д. 2
2917,мкр. 5 д. 2А
2918,мкр. 5 д. 3
2919,мкр. 5 д. 4
2920,мкр. 5 д. 4А
2921,мкр. 5 д. 5
2922,мкр. 5 д. 5А
2923,мкр. 5 д. 6
2924,мкр. 5 д. 7
2925,мкр. 5 д. 8
2926,мкр. 5 д. 9
2927,мкр. 5 д. 10
2928,мкр. 5 д. 11
2929,мкр. 5 д. 12
2930,мкр. 5 д. 13
2931,мкр. 5 д. 14
2932,мкр. 5 д. 15
2933,мкр. 5 д. 16
2934,мкр. 5 д. 17
2935,мкр. 5 д. 17А
2936,мкр. 5 д. 18
2937,мкр. 5 д. 19
2938,мкр. 5 д. 19А
2939,мкр. 5 д. 20
2940,мкр. 5 д. 21
2941,мкр. 5 д. 21А
2942,мкр. 5 д. 22
2943,мкр. 5 д. 23
2944,мкр. 5 д. 24
2945,мкр. 5 д. 25
2946,мкр. 5 д. 26
2947,мкр. 5 д. 27
2948,мкр. 5 д. 28
2949,мкр. 5 д. 28А
2950,мкр. 5 д. 29
2951,мкр. 5 д. 30
2952,мкр. 5 д. 31
2953,мкр. 5 д. 32
2954,мкр. 5 д. 33
2955,мкр. 5 д. 34
2956,мкр. 5 д. 35
2957,мкр. 5 д. 36
2958,мкр. 5 д. 37
2959,мкр. 5 д. 38
2960,мкр. 5 д. 39
2961,мкр. 5 д. 40
2962,мкр. 5 д. 41
2963,мкр. 5 д. 42
2964,мкр. 5 д. 43
2965,мкр. 5 д. 44
2966,мкр. 6 д. 1
2967,мкр. 6 д. 1А
2968,мкр. 6 д. 2
2969,мкр. 6 д. 3
2970,ул. Рыскулбекова д. 28/3
2971,ул. Рыскулбекова д. 28/4
2972,ул. Рыскулбекова д. 28/5
2973,ул. Рыскулбекова д. 28/6
2974,ул. Рыскулбекова д. 28/8
2975,ул. Рыскулбекова д. 28/9
2976,ул. Рыскулбекова д. 30
2977,ул. Санаторий Алма-Ата д. 1
2978,ул. Санаторий Алма-Ата д. 2
2979,ул. Санаторий Алма-Ата д. 3
2980,ул. Санаторий Алма-Ата д. 4
2981,ул. Санаторий Алма-Ата д. 5
2982,ул. Сатпаева д. 5А
2983,ул. Сатпаева д. 9
2984,ул. Сатпаева д. 9А
2985,ул. Сатпаева д. 9Б
2986,ул. Сатпаева д. 11
2987,ул. Сатпаева д. 15
2988,ул. Сатпаева д. 16
2989,ул. Сатпаева д. 17
2990,ул. Сатпаева д. 18А
2991,ул. Сатпаева д. 18В
2992,ул. Сатпаева д. 18Г
2993,ул. Сатпаева д. 18Д
2994,ул. Сатпаева д. 18/9
2995,ул. Сатпаева д. 19
2996,ул. Сатпаева д. 20
2997,ул. Сатпаева д. 20А
2998,ул. Сатпаева д. 21
2999,ул. Сатпаева д. 22А
3000,ул. Сатпаева д. 23
3001,ул. Сатпаева д. 24
3002,ул. Сатпаева д. 25
3003,ул. Сатпаева д. 26
3004,ул. Сатпаева д. 27
3005,ул. Сатпаева д. 28
3006,ул. Сатпаева д. 29А
3007,ул. Сатпаева д. 29Б
3008,ул. Сатпаева д. 29В
3009,ул. Сатпаева д. 30А
3010,ул. Сатпаева д. 30В
3011,ул. Сатпаева д. 30Г
3012,ул. Сатпаева д. 30/1
3013,ул. Сатпаева д. 30/2
3014,ул. Сатпаева д. 30/8
3015,ул. Сатпаева д. 30/9
3016,ул. Сатпаева д. 31
3017,ул. Сатпаева д. 32
3018,ул. Сатпаева д. 32А
3019,ул. Сатпаева д. 33/51
3020,ул. Сатпаева д. 35А
3021,ул. Сатпаева д. 37
3022,ул. Сатпаева д. 37А
3023,ул. Сатпаева д. 38
3024,ул. Сатпаева д. 40
3025,ул. Сатпаева д. 42
3026,ул. Сатпаева д. 42А
3027,ул. Сатпаева д. 44
3028,ул. Сатпаева д. 44А
3029,ул. Сатпаева д. 46
3030,ул. Сатпаева д. 47
3031,ул. Сатпаева д. 48
3032,ул. Сатпаева д. 50
3033,ул. Сатпаева д. 53
3034,ул. Сатпаева д. 54
3035,ул. Сатпаева д. 54Б
3036,ул. Сатпаева д. 55
3037,ул. Сатпаева д. 56
3038,ул. Сатпаева д. 62
3039,ул. Сатпаева д. 62Б
3040,ул. Сатпаева д. 63
3041,ул. Сатпаева д. 64Б
3042,ул. Сатпаева д. 64В
3043,ул. Сатпаева д. 64Г
3044,ул. Сатпаева д. 74
3045,ул. Сатпаева д. 75
3046,ул. Сатпаева д. 76А
3047,ул. Сатпаева д. 77
3048,ул. Сатпаева д. 78
3049,ул. Сатпаева д. 79
3050,ул. Сатпаева д. 80
3051,ул. Сатпаева д. 89
3052,ул. Сатпаева д. 90А
3053,ул. Сатпаева д. 90/16
3054,ул. Сатпаева д. 90/20
3055,ул. Сатпаева д. 90/36
3056,ул. Сатпаева д. 90/38
3057,ул. Сатпаева д. 90/43
3058,ул. Сатпаева д. 90/52
3059,ул. Сатпаева д. 90/54
3060,ул. Сатпаева д. 90/61
3061,ул. Сатпаева д. 90/63
3062,ул. Сатпаева д. 90/65
3063,ул. Сатпаева д. 90/66
3064,ул. Сатпаева д. 91
3065,ул. Сатпаева д. 93
3066,ул. Сатпаева д. 95
3067,ул. Сатпаева д. 96
3068,ул. Сатпаева д. 97
3069,ул. Сатпаева д. 103
3070,ул. Сатпаева д. 105
3071,ул. Сатпаева д. 105А
3072,ул. Сатпаева д. 109
3073,ул. Сатпаева д. 111
3074,ул. Сатпаева д. 111А
3075,ул. Сатпаева д. 127
3076,ул. Сатпаева д. 133/1
3077,ул. Сатпаева д. 133/2
3078,ул. Сатпаева д. 133/3
3079,ул. Сатпаева д. 133/4
3080,ул. Сенгирбаева д. 9
3081,ул. Сенгирбаева д. 10
3082,ул. Сенгирбаева д. 13
3083,ул. Сеченова д. 76
3084,ул. Сеченова д. 88
3085,ул. Си Синхая д. 6
3086,ул. Си Синхая д. 10
3087,ул. Си Синхая д. 12
3088,ул. Си Синхая д. 16
3089,ул. Си Синхая д. 18
3090,ул. Си Синхая д. 22
3091,ул. Си Синхая д. 24
3092,ул. Солодовникова д. 3
3093,ул. Солодовникова д. 21
3094,ул. Солодовникова д. 23
3095,ул. Солодовникова д. 46
3096,ул. Солодовникова д. 48
3097,ул. Солодовникова д. 154В
3098,ул. Сухамбаева д. 1
3099,ул. Сухамбаева д. 1/16
3100,ул. Сухамбаева д. 6
3101,ул. Сухамбаева д. 11
3102,ул. Сухамбаева д. 12
3103,ул. Сухамбаева д. 13
3104,ул. Тажибаевой д. 157 корпус 1
3105,пр. Аль-Фараби д. 95
3106,пр. Аль-Фараби д. 97
3107,пр. Аль-Фараби д. 99
3108,пр. Аль-Фараби д. 101
3109,пр. Аль-Фараби д. 125
3110,пр. Аль-Фараби д. 127
3111,пр. Аль-Фараби д. 129
3112,пр. Аль-Фараби д. 131
3113,пр. Аль-Фараби д. 133
3114,пр. Аль-Фараби д. 135
3115,пр. Аль-Фараби д. 144
3116,пр. Гагарина д. 111
3117,пр. Гагарина д. 123
3118,пр. Гагарина д. 124
3119,пр. Гагарина д. 127/91
3120,пр. Гагарина д. 132
3121,пр. Гагарина д. 133
3122,пр. Гагарина д. 133Б
3123,пр. Гагарина д. 133/1
3124,пр. Гагарина д. 133/2
3125,пр. Гагарина д. 133/8
3126,пр. Гагарина д. 135
3127,пр. Гагарина д. 135В
3128,пр. Гагарина д. 135Г
3129,пр. Гагарина д. 135Д
3130,пр. Гагарина д. 135Е
3131,пр. Гагарина д. 135К
3132,пр. Гагарина д. 135/9
3133,пр. Гагарина д. 135/10
3134,пр. Гагарина д. 137
3135,пр. Гагарина д. 139
3136,пр. Гагарина д. 141
3137,пр. Гагарина д. 143
3138,пр. Гагарина д. 143А
3139,пр. Гагарина д. 145
3140,пр. Гагарина д. 147
3141,пр. Гагарина д. 148
3142,пр. Гагарина д. 149
3143,пр. Гагарина д. 151
3144,пр. Гагарина д. 152
3145,пр. Гагарина д. 154
3146,пр. Гагарина д. 154А
3147,пр. Гагарина д. 157А
3148,пр. Гагарина д. 159А
3149,пр. Гагарина д. 159Б
3150,пр. Гагарина д. 161
3151,пр. Гагарина д. 163
3152,пр. Гагарина д. 165
3153,пр. Гагарина д. 165У
3154,пр. Гагарина д. 167
3155,пр. Гагарина д. 167/10
3156,пр. Гагарина д. 181
3157,пр. Гагарина д. 186А
3158,пр. Гагарина д. 190
3159,пр. Гагарина д. 192
3160,пр. Гагарина д. 194
3161,пр. Гагарина д. 196
3162,пр. Гагарина д. 196А
3163,пр. Гагарина д. 198
3164,пр. Гагарина д. 200
3165,пр. Гагарина д. 202
3166,пр. Гагарина д. 206Г
3167,пр. Гагарина д. 206Д
3168,пр. Гагарина д. 206Е
3169,пр. Гагарина д. 206Л
3170,пр. Гагарина д. 206М
3171,пр. Гагарина д. 208А
3172,пр. Гагарина д. 210/35
3173,пр. Гагарина д. 212/36
3174,пр. Гагарина д. 215
3175,пр. Гагарина д. 223/1
3176,пр. Гагарина д. 230
3177,пр. Гагарина д. 232
3178,пр. Гагарина д. 234
3179,пр. Гагарина д. 235
3180,пр. Гагарина д. 238
3181,пр. Гагарина д. 238Б
3182,пр. Гагарина д. 238В
3183,пр. Гагарина д. 240
3184,пр. Гагарина д. 244
3185,пр. Гагарина д. 246
3186,пр. Гагарина д. 250
3187,пр. Гагарина д. 274/1
3188,пр. Гагарина д. 276/1
3189,пр. Гагарина д. 278
3190,пр. Гагарина д. 280
3191,пр. Гагарина д. 280А
3192,пр. Гагарина д. 280/1
3193,пр. Гагарина д. 282
3194,пр. Гагарина д. 282/1
3195,пр. Гагарина д. 284/1
3196,пр. Гагарина д. 286
3197,пр. Гагарина д. 286/1
3198,пр. Гагарина д. 287
3199,пр. Гагарина д. 287/1
3200,пр. Гагарина д. 287/2
3201,пр. Гагарина д. 292
3202,пр. Гагарина д. 292/1
3203,пр. Гагарина д. 292/2
3204,пр. Гагарина д. 294
3205,пр. Гагарина д. 294/1
3206,пр. Гагарина д. 294/2
3207,пр. Гагарина д. 294/3
3208,пр. Гагарина д. 296
3209,пр. Гагарина д. 300
3210,пр. Гагарина д. 302
3211,пр. Гагарина д. 306
3212,пр. Гагарина д. 309
3213,пр. Гагарина д. 311А
3214,пр. Гагарина д. 316
3215,пр. Нўрсўлтан Назарбаев д. 189/1
3216,пр. Нўрсўлтан Назарбаев д. 189/2
3217,пр. Нўрсўлтан Назарбаев д. 193
3218,пр. Нўрсўлтан Назарбаев д. 221
3219,пр. Нўрсўлтан Назарбаев д. 223
3220,пр. Нўрсўлтан Назарбаев д. 223А
3221,пр. Нўрсўлтан Назарбаев д. 225
3222,пр. Нўрсўлтан Назарбаев д. 225А
3223,пр. Нўрсўлтан Назарбаев д. 227
3224,пр. Нўрсўлтан Назарбаев д. 229
3225,пр. Нўрсўлтан Назарбаев д. 231
3226,пр. Нўрсўлтан Назарбаев д. 235
3227,пр. Нўрсўлтан Назарбаев д. 235А
3228,пр. Нўрсўлтан Назарбаев д. 235Б
3229,пр. Нўрсўлтан Назарбаев д. 235В
3230,пр. Нўрсўлтан Назарбаев д. 237
3231,пр. Нўрсўлтан Назарбаев д. 237А
3232,пр. Нўрсўлтан Назарбаев д. 239
3233,пр. Нўрсўлтан Назарбаев д. 241
3234,пр. Нўрсўлтан Назарбаев д. 243
3235,пр. Нўрсўлтан Назарбаев д. 245
3236,пр. Нўрсўлтан Назарбаев д. 247
3237,пр. Нўрсўлтан Назарбаев д. 247А
3238,пр. Нўрсўлтан Назарбаев д. 253
3239,пр. Сейфуллина д. 574/1 корпус 1
3240,ул. Полежаева д. 94
3241,ул. Полежаева д. 94А
3242,ул. Полежаева д. 219
3243,ул. Полежаева д. 221
3244,ул. Полежаева д. 223
3245,ул. Помяловского д. 29
3246,ул. Пржевальского д. 66
3247,ул. Пржевальского д. 67
3248,ул. Ратушного д. 92/2
3249,ул. Ратушного д. 94/1
3250,ул. Ратушного д. 94/2
3251,ул. Ратушного д. 94/3
3252,ул. Ратушного д. 100
3253,ул. Ратушного д. 100А
3254,ул. Родионова д. 5
3255,ул. Сахалинская д. 33
3256,ул. Северное кольцо д. 101
3257,ул. Северное кольцо д. 103
3258,ул. Северное кольцо д. 105
3259,ул. Серикова д. 9
3260,ул. Серикова д. 11
3261,ул. Серикова д. 13
3262,ул. Серикова д. 15
3263,ул. Серикова д. 17
3264,ул. Серикова д. 19
3265,ул. Серикова д. 23
3266,ул. Серикова д. 25
3267,ул. Серикова д. 27
3268,ул. Серикова д. 29
3269,ул. Серикова д. 31
3270,ул. Серикова д. 33
3271,ул. Серикова д. 35
3272,ул. Серикова д. 35/2
3273,ул. Серикова д. 37
3274,ул. Серикова д. 37А
3275,ул. Серикова д. 39
3276,ул. Серикова д. 41А
3277,ул. Серикова д. 45
3278,ул. Серикова д. 47
3279,ул. Серикова д. 49
3280,ул. Серпер д. 2
3281,ул. Скрябина д. 4
3282,ул. Скрябина д. 6
3283,ул. Скрябина д. 8
3284,ул. Скрябина д. 14
3285,ул. Скрябина д. 15
3286,ул. Скрябина д. 16
3287,ул. Скрябина д. 24
3288,ул. Скрябина д. 26
3289,ул. Скрябина д. 28
3290,ул. Станиславского д. 45/2
3291,ул. Столетова д. 10
3292,ул. Столетова д. 13
3293,ул. Столетова д. 17
3294,ул. Столетова д. 28
3295,ул. Столетова д. 42
3296,ул. Табачнозаводская д. 27
3297,ул. Табигат д. 36
3298,ул. Табигат д. 38
3299,ул. Таирова д. 34
3300,ул. Таирова д. 54
3301,ул. Таирова д. 56
3302,ул. Таймырская д. 11
3303,ул. Таймырская д. 14
3304,ул. Талант д. 23
3305,ул. Талант д. 25
3306,ул. Талант д. 27
3307,ул. Талант д. 28
3308,ул. Талант д. 29
3309,ул. Талант д. 30
3310,ул. Талант д. 31
3311,ул. Талант д. 31А
3312,ул. Талант д. 32
3313,ул. Талант д. 32/7
3314,ул. Талант д. 34
3315,ул. Талант д. 34/7
3316,ул. Тобаякова д. 6
3317,ул. Тобаякова д. 12
3318,ул. Тобаякова д. 34
3319,ул. Тобаякова д. 40
3320,ул. Торетай д. 37
3321,ул. Тохтарова д. 39/13
3322,ул. Тохтарова д. 41/16
3323,ул. Тохтарова д. 43
3324,ул. Тохтарова д. 43А
3325,ул. Тохтарова д. 45
3326,ул. Тохтарова д. 80
3327,ул. Тохтарова д. 82
3328,ул. Тохтарова д. 84
3329,ул. Тохтарова д. 86
3330,ул. Тохтарова д. 88
3331,ул. Тохтарова д. 90
3332,ул. Тузова П. д. 1А
3333,ул. Тузова П. д. 24
3334,ул. Тюменская д. 14
3335,ул. Фаворского д. 45А
3336,ул. Федорова д. 44
3337,ул. Федорова д. 61
3338,ул. Чаплыгина д. 1
3339,ул. Чаплыгина д. 1/1
3340,ул. Чаплыгина д. 1/2
3341,ул. Шамиевой д. 2
3342,ул. Шамиевой д. 3
3343,ул. Шамиевой д. 14
3344,ул. Шамиевой д. 16
3345,ул. Шамиевой д. 16А
3346,ул. Шамиевой д. 18
3347,ул. Шелихова д. 16А
3348,ул. Шелихова д. 39
3349,ул. Шелихова д. 187А
3350,ул. Шемякина д. 1А
3351,ул. Шерхан Мўртаза д. 54
3352,ул. Шилова д. 3
3353,ул. Шилова д. 6
3354,ул. Шилова д. 22/16
3355,ул. Шилова д. 25
3356,ул. Щорса д. 59
3357,ул. Эйхе д. 21
3358,ул. Эйхе д. 21А
3359,ул. Яблочкова д. 1
3360,ул. Яблочкова д. 3
3361,мкр. Алатау ул. Ерке сылкым д. 11
3362,мкр. Алатау ул. Ерке сылкым д. 12
3363,мкр. Алатау ул. Жетбаева д. 32
3364,мкр. Алатау ул. Жетбаева д. 34
3365,мкр. Алатау ул. Жетбаева д. 36
3366,мкр. Алатау ул. Жетбаева д. 36А
3367,мкр. Алатау ул. Жетбаева д. 38
3368,мкр. Алатау ул. Жетбаева д. 38Г
3369,мкр. Алатау ул. Жетбаева д. 40
3370,мкр. Алатау ул. Жетбаева д. 41
3371,мкр. Алатау ул. Жетбаева д. 42
3372,мкр. Алатау ул. Жетбаева д. 43
3373,мкр. Алатау ул. Жетбаева д. 45
3374,мкр. Алатау ул. Жетбаева д. 45/1
3375,мкр. Таугуль д. 52
3376,мкр. Таугуль д. 53
3377,мкр. Таугуль-1 д. 5
3378,мкр. Таугуль-1 д. 8
3379,мкр. Таугуль-1 д. 9
3380,мкр. Таугуль-1 д. 14
3381,мкр. Таугуль-1 д. 20А
3382,мкр. Таугуль-1 д. 25
3383,мкр. Таугуль-1 д. 32
3384,мкр. Таугуль-1 д. 33
3385,мкр. Таугуль-1 д. 34
3386,мкр. Таугуль-1 д. 41
3387,мкр. Таугуль-1 д. 42
3388,мкр. Таугуль-1 д. 43
3389,мкр. Таугуль-1 д. 44
3390,мкр. Таугуль-1 д. 44А
3391,мкр. Таугуль-1 д. 45
3392,мкр. Таугуль-1 д. 46
3393,мкр. Таугуль-1 д. 47
3394,мкр. Таугуль-1 д. 48
3395,мкр. Таугуль-1 д. 49
3396,мкр. Таугуль-1 д. 50
3397,мкр. Таугуль-1 д. 51
3398,мкр. Таугуль-1 д. 52
3399,мкр. Таугуль-1 д. 52Б
3400,мкр. Таугуль-1 д. 57
3401,мкр. Таугуль-1 д. 58
3402,мкр. Таугуль-1 д. 59
3403,мкр. Таугуль-1 д. 60
3404,мкр. Таугуль-1 д. 68
3405,мкр. Таугуль-1 д. 70
3406,мкр. Таугуль-1 д. 72
3407,мкр. Таугуль-1 д. 72А
3408,мкр. Таугуль-1 д. 75
3409,мкр. Таугуль-1 д. 76
3410,мкр. Таугуль-1 д. 82
3411,мкр. Таугуль-1 д. 83
3412,мкр. Таугуль-1 д. 84
3413,мкр. Таугуль-1 д. 85
3414,мкр. Таугуль-1 д. 89
3415,мкр. Таугуль-1 д. 90
3416,мкр. Таугуль-1 д. 91
3417,мкр. Таугуль-1 д. 92
3418,мкр. Таугуль-2 д. 1
3419,мкр. Таугуль-2 д. 2
3420,мкр. Таугуль-2 д. 3
3421,мкр. Таугуль-2 д. 4
3422,мкр. Таугуль-2 д. 4А
3423,мкр. Таугуль-2 д. 6
3424,мкр. Таугуль-2 д. 7
3425,мкр. Таугуль-2 д. 8
3426,мкр. Таугуль-2 д. 9
3427,мкр. Таугуль-2 д. 11
3428,мкр. Таугуль-2 д. 12
3429,мкр. Таугуль-2 д. 14
3430,мкр. Таугуль-2 д. 21
3431,мкр. Таугуль-2 д. 22
3432,мкр. Таугуль-2 д. 23
3433,мкр. Таугуль-2 д. 24
3434,мкр. Таугуль-2 д. 25
3435,мкр. Таугуль-2 д. 26
3436,мкр. Таугуль-2 д. 27
3437,мкр. Таугуль-2 д. 28
3438,мкр. Таугуль-2 д. 29
3439,мкр. Таугуль-2 д. 30
3440,мкр. Таугуль-2 д. 36
3441,мкр. Таугуль-2 д. 37
3442,мкр. Таугуль-2 д. 38
3443,мкр. Таугуль /Мамыр/ д. 1
3444,мкр. Таугуль /Мамыр/ д. 2
3445,мкр. Таугуль /Мамыр/ д. 3
3446,мкр. Таугуль /Мамыр/ д. 4
3447,мкр. Таугуль /Мамыр/ д. 5
3448,мкр. Таугуль /Мамыр/ д. 6
3449,мкр. Таугуль /Мамыр/ д. 7
3450,мкр. Таугуль /Мамыр/ д. 8
3451,мкр. Таугуль /Мамыр/ д. 9
3452,мкр. Таугуль /Мамыр/ д. 10
3453,мкр. Таугуль /Мамыр/ д. 11
3454,мкр. Таугуль /Мамыр/ д. 12
3455,мкр. Шабыт д. 1
3456,мкр. Шабыт д. 2
3457,мкр. Шабыт д. 3
3458,мкр. Шабыт д. 4
3459,мкр. Шабыт д. 5
3460,мкр. Шабыт д. 6
3461,мкр. Шабыт д. 7
3462,мкр. Шабыт д. 8
3463,мкр. Шабыт д. 9
3464,пр. Алтынсарина д. 1
3465,пр. Алтынсарина д. 1/1
3466,пр. Алтынсарина д. 1/3
3467,пр. Алтынсарина д. 8
3468,пр. Райымбек д. 345Г
3469,пр. Райымбек д. 502А
3470,пр. Райымбек д. 504
3471,пр. Райымбек д. 506
3472,пр. Райымбек д. 508
3473,пр. Райымбек д. 510
3474,пр. Райымбек д. 512
3475,ул. 2 Вишневского д. 1/2
3476,ул. 2 Вишневского д. 1/3
3477,ул. 2 Вишневского д. 3
3478,ул. Аскарова д. 4
3479,ул. Аскарова д. 6
3480,ул. Аскарова д. 8
3481,ул. Аскарова д. 10
3482,ул. Аскарова д. 10А
3483,ул. Губкина д. 15
3484,ул. Жазылбека д. 20
3485,ул. Жандосова д. 184В блок 1
3486,ул. Жандосова д. 47
3487,ул. Жандосова д. 47/1
3488,ул. Жандосова д. 49
3489,ул. Жандосова д. 57
3490,ул. Жандосова д. 57А
3491,ул. Жандосова д. 59А
3492,ул. Жандосова д. 59Б
3493,ул. Жандосова д. 59В
3494,ул. Жандосова д. 59/1
3495,ул. Жандосова д. 61Б
3496,ул. Жандосова д. 61Г
3497,ул. Жандосова д. 69
3498,ул. Жандосова д. 69А
3499,ул. Жандосова д. 69/1
3500,ул. Жандосова д. 69/2
3501,ул. Жандосова д. 69/3
3502,ул. Жандосова д. 69/4
3503,ул. Жандосова д. 69/6
3504,ул. Жандосова д. 128
3505,ул. Жандосова д. 130
3506,ул. Жандосова д. 132
3507,ул. Жандосова д. 134
3508,ул. Жандосова д. 136
3509,ул. Жандосова д. 138
3510,ул. Нўрлан Ќаппаров д. 100
3511,ул. Нўрлан Ќаппаров д. 102
3512,ул. Нўрлан Ќаппаров д. 104
3513,ул. Нўрлан Ќаппаров д. 106
3514,ул. Нўрлан Ќаппаров д. 108
3515,ул. Нўрлан Ќаппаров д. 110
3516,ул. Нўрлан Ќаппаров д. 112
3517,ул. Нўрлан Ќаппаров д. 114
3518,ул. Нўрлан Ќаппаров д. 118
3519,ул. Нўрлан Ќаппаров д. 120
3520,ул. Нўрлан Ќаппаров д. 122
3521,ул. Нўрлан Ќаппаров д. 126
3522,ул. Нўрлан Ќаппаров д. 128
3523,ул. Нўрлан Ќаппаров д. 132
3524,ул. Нўрлан Ќаппаров д. 134
3525,ул. Нўрлан Ќаппаров д. 136
3526,ул. Нўрлан Ќаппаров д. 138
3527,ул. Нўрлан Ќаппаров д. 140
3528,ул. Нўрлан Ќаппаров д. 142
3529,ул. Нўрлан Ќаппаров д. 144
3530,ул. Нўрлан Ќаппаров д. 146
3531,ул. Нўрлан Ќаппаров д. 148
3532,ул. Нўрлан Ќаппаров д. 150
3533,ул. Нўрлан Ќаппаров д. 152
3534,ул. Нўрлан Ќаппаров д. 154
3535,ул. Нўрлан Ќаппаров д. 156
3536,ул. Нўрлан Ќаппаров д. 160
3537,ул. Нўрлан Ќаппаров д. 162
3538,ул. Нўрлан Ќаппаров д. 164
